,Citation,DOI,2.1 Flow Type.x,Task,2.1 Flow Type.y,2.2 Subtype.NEW,2.2 Subtype.x.OLD
142,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Physical,RE-ASSIGN - CLIMATE TRIGGERS ARE OCEAN RELATED NOT FRESHWATER??,,,
143,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Physical,RE-ASSIGN - CLIMATE TRIGGERS ARE OCEAN RELATED NOT FRESHWATER??,,,
144,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Physical,RE-ASSIGN - CLIMATE TRIGGERS ARE OCEAN RELATED NOT FRESHWATER??,,,
145,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,"Physical, Human movement, Trade (transport of goods and services), Sociocultural, Biotic",influx of people,"range shift, changes in freshwater run-offs, increase of tourism, agriculture,  and other human activities in the North region"
146,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
147,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
148,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
149,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
150,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
151,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
152,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
153,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Human movement,,,influx of people,
154,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,"Physical, Human movement, Trade (transport of goods and services), Sociocultural, Biotic","tourism, agriculture,  and other human activities in the North region","range shift, changes in freshwater run-offs, increase of tourism, agriculture,  and other human activities in the North region"
155,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
156,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
157,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
158,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
159,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
160,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
161,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
162,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Trade (transport of goods and services),,,"tourism, agriculture,  and other human activities in the North region",
163,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,"Physical, Human movement, Trade (transport of goods and services), Sociocultural, Biotic",??,"range shift, changes in freshwater run-offs, increase of tourism, agriculture,  and other human activities in the North region"
164,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
165,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
166,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
167,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
168,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
169,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
170,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
171,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Sociocultural,,,??,
172,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,"Physical, Human movement, Trade (transport of goods and services), Sociocultural, Biotic",range shift,"range shift, changes in freshwater run-offs, increase of tourism, agriculture,  and other human activities in the North region"
173,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
174,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
175,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
176,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
177,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
178,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
179,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
180,"Jenkins et al., 2013, Advances in Parasitology",https://doi.org/10.1016/B978-0-12-407706-5.00002-2,Biotic,,,range shift,
181,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,Biotic,range-shift,range-shift
182,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
183,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
184,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
185,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
186,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
187,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
188,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
189,"Laamrani et al., 2020, Forests",https://doi.org/10.3390/f11111176,Biotic,,,range-shift,
190,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,Physical,wildfire,wildfire
191,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,Biotic,wildfire,invasion
192,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,Biotic,wildfire,biome-shift
193,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,Sociocultural,wildfire,knowledge transfer
194,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,,wildfire,
195,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,,wildfire,
196,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,,wildfire,
197,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,,wildfire,
198,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Physical,,,wildfire,
199,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Physical,biome-shift,wildfire
200,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Biotic,biome-shift,invasion
201,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Biotic,biome-shift,biome-shift
202,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Sociocultural,biome-shift,knowledge transfer
203,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,biome-shift,
204,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,biome-shift,
205,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,biome-shift,
206,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,biome-shift,
207,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,biome-shift,
208,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Physical,Invasion,wildfire
209,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Biotic,Invasion,invasion
210,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Biotic,Invasion,biome-shift
211,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,Sociocultural,Invasion,knowledge transfer
212,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,Invasion,
213,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,Invasion,
214,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,Invasion,
215,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,Invasion,
216,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Biotic,,,Invasion,
217,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,Physical,knowledge transfer,wildfire
218,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,Biotic,knowledge transfer,invasion
219,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,Biotic,knowledge transfer,biome-shift
220,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,Sociocultural,knowledge transfer,knowledge transfer
221,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,,knowledge transfer,
222,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,,knowledge transfer,
223,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,,knowledge transfer,
224,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,,knowledge transfer,
225,"Laushman, 2020, air soil and water research",https://doi.org/10.1177/1178622120950272,Sociocultural,,,knowledge transfer,
226,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,Physical,pollution flow,Mercury pollution
227,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
228,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
229,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
230,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
231,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
232,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
233,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
234,"Miller et al., 2024, Biogeochemistry",https://doi.org/10.1007/s10533-023-01108-w,Physical,,,pollution flow,
235,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,Physical,Winter thaws,Winter thaws
236,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
237,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
238,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
239,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
240,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
241,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
242,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
243,"Mohan, 2009, Canadian Journal of Forest Research",10.1139/er-2017-0046,Physical,i think it is biotic,,Winter thaws,
244,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,pollution flow,river flow
245,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,pollution flow,pollutants
246,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,pollution flow,sediment flow
247,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
248,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
249,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
250,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
251,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
252,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,pollution flow,
253,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,sediment flow,river flow
254,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,sediment flow,pollutants
255,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,sediment flow,sediment flow
256,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
257,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
258,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
259,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
260,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
261,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,sediment flow,
262,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,Glacial melt and discharge,river flow
263,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,Glacial melt and discharge,pollutants
264,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,Physical,Glacial melt and discharge,sediment flow
265,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
266,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
267,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
268,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
269,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
270,"Moore, R.D.; 2009; Hydrological Processes",10.1002/hyp.7162,Physical,,,Glacial melt and discharge,
271,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,Physical,snow melt runoff,water flow
272,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
273,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
274,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
275,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
276,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
277,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
278,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
279,"Mu et al., 2011, Hydrological Processes",https://onlinelibrary.wiley.com/doi/10.1002/hyp.8367,Physical,,,snow melt runoff,
280,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,Physical,Precipiation,Precipiation
281,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
282,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
283,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
284,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
285,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
286,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
287,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
288,"Nielsen, 2015, Global Change Biology",doi: 10.1111/gcb.12789,Physical,,,Precipiation,
289,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,Physical,pollution flow,"River flow, pollutants"
290,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,Biotic,pollution flow,transport of toxins through animal migration
291,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
292,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
293,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
294,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
295,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
296,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
297,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Physical,,,pollution flow,
298,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,Physical,transport of toxins through animal migration,"River flow, pollutants"
299,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,Biotic,transport of toxins through animal migration,transport of toxins through animal migration
300,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
301,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
302,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
303,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
304,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
305,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
306,"Noyes, 2009, Environment International",https://www.sciencedirect.com/science/article/pii/S0160412009000543,Biotic,,,transport of toxins through animal migration,
307,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,Remove biotic?,"Physical, Biotic",pollution flow,"riverine dishcharge, lake circulation"
308,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
309,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
310,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
311,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
312,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
313,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
314,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
315,"Ochs, 2024, Science of the Total Environment",https://doi.org/10.1016/j.scitotenv.2024.171490,Physical,,,pollution flow,
316,"Pagano, 2014, Water",10.3390/w6102862,Physical,,Physical,pollution flow,river flow
317,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
318,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
319,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
320,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
321,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
322,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
323,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
324,"Pagano, 2014, Water",10.3390/w6102862,Physical,,,pollution flow,
325,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,Physical,sea ice change,sea ice
326,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
327,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
328,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
329,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
330,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
331,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
332,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
333,"Peacock, 2011, Canadian Journal of Zoology",10.1139/Z11-021,Physical,,,sea ice change,
334,"Perry, 2007, Climate Change 2007",NA,Physical,,Physical,Surface water quantity,Freshwater level change
335,"Perry, 2007, Climate Change 2007",NA,Physical,,Biotic,Surface water quantity,range-shift
336,"Perry, 2007, Climate Change 2007",NA,Physical,,Trade (transport of goods and services),Surface water quantity,Energy Supply
337,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
338,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
339,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
340,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
341,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
342,"Perry, 2007, Climate Change 2007",NA,Physical,,,Surface water quantity,
343,"Perry, 2007, Climate Change 2007",NA,Biotic,,Physical,range-shift,Freshwater level change
344,"Perry, 2007, Climate Change 2007",NA,Biotic,,Biotic,range-shift,range-shift
345,"Perry, 2007, Climate Change 2007",NA,Biotic,,Trade (transport of goods and services),range-shift,Energy Supply
346,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
347,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
348,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
349,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
350,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
351,"Perry, 2007, Climate Change 2007",NA,Biotic,,,range-shift,
352,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,Physical,Energy Supply,Freshwater level change
353,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,Biotic,Energy Supply,range-shift
354,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,Trade (transport of goods and services),Energy Supply,Energy Supply
355,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
356,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
357,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
358,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
359,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
360,"Perry, 2007, Climate Change 2007",NA,Trade (transport of goods and services),,,Energy Supply,
361,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,Physical,river flow - unclear if quantity or quality,river flow
362,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
363,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
364,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
365,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
366,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
367,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
368,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
369,"Peters-Lidard et al, 2021, Climatic Change",https://doi.org/10.1007/s10584-021-03057-5,Physical,unclear if ground or surface,,river flow - unclear if quantity or quality,
370,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,Physical,Glacial melt and discharge,Glacial runoff
371,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,Biotic,Glacial melt and discharge,range Shifts
372,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
